"entry_id";"country";"description";"designation";"points";"price";"province";"region";"taster_name";"title";"variety";"winery"
"119874";"Italy";"This 100% expression of Corvina offers pointed aromas of red apple skin, cola, almond Amaretto and Indian spice. It's an easy-drinking, ruby-colored wine with fresh acidity that could stand up to creamy pasta dishes.";"Vignenuove";"86";"20";"Veneto";"Veneto";NA;"Luciana Cordioli 2006 Vignenuove Corvina (Veneto)";"Corvina";"Luciana Cordioli"
"119869";"Italy";"Doga delle Clavule is a neutral, mineral-driven Morellino with background aromas of forest berry and cola. It has an easy, no-fuss approach and would pair perfectly with informal home-cooked meals.";"Doga delle Clavule";"86";NA;"Tuscany";"Morellino di Scansano";NA;"Caparzo 2006 Doga delle Clavule  (Morellino di Scansano)";"Sangiovese";"Caparzo"
"119868";"Italy";"This is a very pretty expression of Vermentino from northwest Italy with fresh notes of citrus, honey, grapefruit and stone fruit. The wine is light and easy, with lean crispness and a fresh note of spice on the close.";"Etichetta Grigia";"86";"18";"Northwestern Italy";"Colli di Luni";NA;"Cantine Lunae Bosoni 2006 Etichetta Grigia Vermentino (Colli di Luni)";"Vermentino";"Cantine Lunae Bosoni"
"119867";"Italy";"This mature Primitivo from the Salento area of Southern Italy offers plump notes of black cherry, raspberry jam and dried figs. The mouthfeel is chewy and soft with a velvety, chewy finish.";NA;"86";"12";"Southern Italy";"Salento";NA;"Cantele 2006 Primitivo (Salento)";"Primitivo";"Cantele"
"119857";"Italy";"Barolo Cantina Tre Serre is a taut and well defined wine with earthy tones and some burmtt aromas of toasted bread or almond at the back of forest berry and root beer-like aromas. There's a long, silky feel in the mouth that underlines the wine's overall finesse.";"Cantina Tre Serre";"88";"50";"Piedmont";"Barolo";NA;"Vinchio-Vaglio Serra 2006 Cantina Tre Serre  (Barolo)";"Nebbiolo";"Vinchio-Vaglio Serra"
"119855";"Italy";"The 2006 vintage is a tricky one for Barolo because it favors elegance and power over softness and concentration. This expression from the talented team at Coppo shows the vintage well with this compact, astringent and ethereal expression that needs more time to soften.";NA;"89";"85";"Piedmont";"Barolo";NA;"Coppo 2006  Barolo";"Nebbiolo";"Coppo"
"119853";"Italy";"This lovely base Barbaresco exhibits a soft, generous style with loads of mature fruit, cola, tar, licorice and bitter dark chocolate. Over the palate, the wine feels tight and sharp and it will surely soften with a few more years of bottle aging.";NA;"89";"45";"Piedmont";"Barbaresco";NA;"Ca' du Rabajà 2008  Barbaresco";"Nebbiolo";"Ca' du Rabajà"
"119850";"Italy";"Barbaresco NonnOrlando delivers clean and subtle aromatic characteristics that recall blueberry, pressed violets, plum and root beer. The wine's dark garnet appearance is backed by pulpy concentration and a tight, astringent finish. Drink after 2017.";"NonnOrlando";"89";"75";"Piedmont";"Barbaresco";NA;"Vigin 2008 NonnOrlando  (Barbaresco)";"Nebbiolo";"Vigin"
"119844";"Italy";"Here's a more informal and approachable expression of Barolo with classic Nebbiolo aromas of white cherry and cola set against a clean, polished mouthfeel. Pair this wine with meat-stuffed ravioli, veal, pork or game hen.";"Chirlet";"89";NA;"Piedmont";"Barolo";NA;"Simone Scaletta 2007 Chirlet  (Barolo)";"Nebbiolo";"Simone Scaletta"
"119840";"Italy";"This pretty Riserva Nebbiolo will surely grow softer and finer with age. Those who drink it now will experience smoky, toasted aromas of almond, cigar box, moist earth and powdered licorice. The wine is also elegantly tight and focused in the mouth.";"Fausone Riserva";"89";"62";"Piedmont";"Barbaresco";NA;"Prinsi 2006 Fausone Riserva  (Barbaresco)";"Nebbiolo";"Prinsi"
"119838";"Italy";"Here is yet another Roero Riserva from the successful 2007 vintage that shows a good use of oak set against tighter sour berry nuances. The wine is approachable and ready to drink, with a clean, upfront personality.";"Roche d'Ampsej Riserva";"89";NA;"Piedmont";"Roero";NA;"Matteo Correggia 2007 Roche d'Ampsej Riserva  (Roero)";"Nebbiolo";"Matteo Correggia"
"119838";"Italy";"Here is yet another Roero Riserva from the successful 2007 vintage that shows a good use of oak set against tighter sour berry nuances. The wine is approachable and ready to drink, with a clean, upfront personality.";"Roche d'Ampsej Riserva";"89";NA;"Piedmont";"Roero";NA;"Matteo Correggia 2007 Roche d'Ampsej Riserva  (Roero)";"Nebbiolo";"Matteo Correggia"
"119835";"Italy";"This bold offering shows jammy fruit aromas of blackberry pie and cherry marmalade, followed by a chewy spice tone. The mouthfeel is soft, savory and sweet all at once.";NA;"88";"55";"Veneto";"Amarone della Valpolicella Classico";NA;"Le Ragose 2005  Amarone della Valpolicella Classico";"Corvina, Rondinella, Molinara";"Le Ragose"
"119835";"Italy";"This bold offering shows jammy fruit aromas of blackberry pie and cherry marmalade, followed by a chewy spice tone. The mouthfeel is soft, savory and sweet all at once.";NA;"88";"55";"Veneto";"Amarone della Valpolicella Classico";NA;"Le Ragose 2005  Amarone della Valpolicella Classico";"Corvina, Rondinella, Molinara";"Le Ragose"
"119819";"Italy";"Despite its high alcohol, this is surprisingly focused. One might think that the ripe fruit overtones would render a muddled bouquet, but instead the wine remains tight with fresh acidity and flavors of bitter almond and wild berry.";"Di Carlo";"89";"80";"Veneto";"Amarone della Valpolicella Classico";NA;"Cantine Lenotti di Lenotti 2007 Di Carlo  (Amarone della Valpolicella Classico)";"Corvina, Rondinella, Molinara";"Cantine Lenotti di Lenotti"
"119814";"Italy";"An alluring fragrance of orange blossom and mature pear wafts out of the glass while the round palate delivers sweet honeydew melon and juicy green apple. The ripe fruit is balanced by fresh acidity.";"Kràtos";"87";"25";"Southern Italy";"Paestum";"Kerin O’Keefe";"Luigi Maffini 2012 Kràtos Fiano (Paestum)";"Fiano";"Luigi Maffini"
"119804";"Italy";"Made from organically grown grapes, this bright wine offers sensations of peach blossom, green apple and white peach accented with hints of white pepper. Fresh acidity gives it a crisp finish while a saline note signals the close.";NA;"87";"18";"Sicily & Sardinia";"Terre Siciliane";"Kerin O’Keefe";"Di Giovanna 2013 Grillo (Terre Siciliane)";"Grillo";"Di Giovanna"
"119804";"Italy";"Made from organically grown grapes, this bright wine offers sensations of peach blossom, green apple and white peach accented with hints of white pepper. Fresh acidity gives it a crisp finish while a saline note signals the close.";NA;"87";"18";"Sicily & Sardinia";"Terre Siciliane";"Kerin O’Keefe";"Di Giovanna 2013 Grillo (Terre Siciliane)";"Grillo";"Di Giovanna"
"119796";"Italy";"Blackberry, underbrush and cooking spice aromas take shape in the glass. The savory juicy palate delivers black cherry, raspberry jam, new leather and a touch of white pepper while polished tannins provide support. Enjoy through 2022.";"Il Costone Riserva";"90";"45";"Central Italy";"Romagna";"Kerin O’Keefe";"Braschi 2013 Il Costone Riserva Sangiovese (Romagna)";"Sangiovese";"Braschi"
"119791";"Italy";"Dark-skinned berry, Mediterranean herb and forest floor aromas slowly emerge along with a balsamic note. The palate offers dried black cherry, mocha, vanilla and a hint of oak alongside fine-grained tannins that leave a firm finish.";"Rosso Villagrande";"90";"21";"Sicily & Sardinia";"Etna";"Kerin O’Keefe";"Barone di Villagrande 2012 Rosso Villagrande  (Etna)";"Red Blend";"Barone di Villagrande"
"119791";"Italy";"Dark-skinned berry, Mediterranean herb and forest floor aromas slowly emerge along with a balsamic note. The palate offers dried black cherry, mocha, vanilla and a hint of oak alongside fine-grained tannins that leave a firm finish.";"Rosso Villagrande";"90";"21";"Sicily & Sardinia";"Etna";"Kеrin O’Kееfе";"Barone di Villagrande 2012 Rosso Villagrande  (Etna)";"Red Blend";"Barone di Villagrande"
"119778";"Italy";"Aromas of red berry, blue flower, tilled soil, menthol and a smoky whiff of flint swirl around the glass. On the vibrant linear palate, notes of licorice and white pepper accent sour cherry and pomegranate while a graphite note closes the finish. This is elegant and balanced, with youthfully firm tannins and bright acidity.";"Memini";"90";"60";"Southern Italy";"Irpinia";"Kerin O’Keefe";"Guastaferro 2012 Memini Aglianico (Irpinia)";"Aglianico";"Guastaferro"
"119778";"Italy";"Aromas of red berry, blue flower, tilled soil, menthol and a smoky whiff of flint swirl around the glass. On the vibrant linear palate, notes of licorice and white pepper accent sour cherry and pomegranate while a graphite note closes the finish. This is elegant and balanced, with youthfully firm tannins and bright acidity.";"Memini";"90";"60";"Southern Italy";"Irpinia";"Kerin O’Keefe";"Guastaferro 2012 Memini Aglianico (Irpinia)";"Aglianico";"Guastaferro"
"119763";"Italy";"This offers fruity and spicy fragrances of blackberry and clove. On the palate, it has a tight core of black cherry and spice, with firm, chewy tannins that are tightly wound. Give this a few more years to come around.";"Arusnatico";"87";"29";"Veneto";"Valpolicella Classico Superiore Ripasso";"Kerin O’Keefe";"Valentina Cubi 2010 Arusnatico  (Valpolicella Classico Superiore Ripasso)";"Red Blend";"Valentina Cubi"
"119756";"Italy";"This has aromas of raisin, fig and espresso. The palate shows blackberry, prune and evident oak flavors, with a hint of carob. This shows the heat of the vintage, with evolved tannins and rather low acidity, so drink soon.";"Torre del Falasco";"87";"40";"Veneto";"Amarone della Valpolicella";"Kеrin O’Kееfе";"Cantina Sociale della Valpantena 2009 Torre del Falasco  (Amarone della Valpolicella)";"Red Blend";"Cantina Sociale della Valpantena"
"119754";"Italy";"This brawny wine has intense aromas of plum, tobacco and spirit-soaked black cherries, with a hint of oak and leather. The palate delivers ripe blackberry, tobacco leaf and licorice flavors, with a warm midpalate. It shows nice fruit but evident alcohol dominates the palate, cutting the flavors short.";"Collina del Sole";"87";"50";"Veneto";"Amarone della Valpolicella";"Kеrin O’Kееfе";"Bottega 2009 Collina del Sole  (Amarone della Valpolicella)";"Red Blend";"Bottega"
"119749";"Italy";"Ripe black-skinned berry, violet, leather and baking spice aromas emerge in the glass. The polished, juicy palate delivers ripe black cherry, raspberry compote, mint and pipe tobacco alongside lithe tannins. Drink through 2023.";"Tre Stelle";"93";"60";"Piedmont";"Barbaresco";"Kerin O’Keefe";"Cascina delle Rose 2013 Tre Stelle  (Barbaresco)";"Nebbiolo";"Cascina delle Rose"
"119749";"Italy";"Ripe black-skinned berry, violet, leather and baking spice aromas emerge in the glass. The polished, juicy palate delivers ripe black cherry, raspberry compote, mint and pipe tobacco alongside lithe tannins. Drink through 2023.";"Tre Stelle";"93";"60";"Piedmont";"Barbaresco";"Kеrin O’Kееfе";"Cascina delle Rose 2013 Tre Stelle  (Barbaresco)";"Nebbiolo";"Cascina delle Rose"
"119743";"Italy";"Aromas of underbrush, leather, mature berry, grilled herb and fragrant blue flower lead the nose. The juicy palate offers layers of fleshy black cherry, raspberry compote, cake spice and licorice alongside chewy tannins. Drink 2018 through 2023.";"Montersino";"93";"50";"Piedmont";"Barbaresco";"Kerin O’Keefe";"Albino Rocca 2013 Montersino  (Barbaresco)";"Nebbiolo";"Albino Rocca"
"119738";"Italy";"Leather, underbrush, earth, iris and woodland berry are some of the scents you'll discover on this structured wine. The concentrated palate delivers tart red cherry, licorice, cinnamon and sage before leading into a juicy finish. Firm tannins offer support. Drink 2018–2026.";"Cannubi";"93";"78";"Piedmont";"Barolo";"Kеrin O’Kееfе";"Poderi Luigi Einaudi 2012 Cannubi  (Barolo)";"Nebbiolo";"Poderi Luigi Einaudi"
"119705";"Italy";"This gorgeous white from southern Italy has enticing aromas of apricots along with lemon zest and almond. The structured but elegant palate delivers intense peach and citrus notes along with crisp acidity that leaves a clean finish. Pair this with seafood or fresh pasta salads.";NA;"90";"25";"Southern Italy";"Greco di Tufo";"Kerin O’Keefe";"Mastroberardino 2012  Greco di Tufo";"Greco";"Mastroberardino"
"119701";"Italy";"Vintner Carlo Cattaneo offers a lean, crisp expression of Sangiovese with aromas of cassis and spice. The wine shows sharp acidity on the close.";"Prelato di Massanera";"84";"35";"Tuscany";"Toscana";NA;"Massanera 2005 Prelato di Massanera Sangiovese (Toscana)";"Sangiovese";"Massanera"
"119701";"Italy";"Vintner Carlo Cattaneo offers a lean, crisp expression of Sangiovese with aromas of cassis and spice. The wine shows sharp acidity on the close.";"Prelato di Massanera";"84";"35";"Tuscany";"Toscana";NA;"Massanera 2005 Prelato di Massanera Sangiovese (Toscana)";"Sangiovese";"Massanera"
"119685";"Italy";"La Fagiana is a bright, ruby-colored wine with aromas of forest fruit and bramble, with white almond and spice at the back. It's an easy, no-fuss expression with a clean, tart close.";"La Fagiana";"84";NA;"Tuscany";"Toscana";NA;"Fattoria di San Quintino 2008 La Fagiana Red (Toscana)";"Red Blend";"Fattoria di San Quintino"
"119674";"Italy";"This offers aromas suggesting forest floor, porcini mushroom, grilled herb, leather and mature berry. The ripe, chewy palate displays black cherry, sage, licorice and toasted nut alongside tightly wound tannins that need to unwind. 2018–2024.";NA;"90";"56";"Tuscany";"Brunello di Montalcino";"Kеrin O’Kееfе";"Corte dei Venti 2011  Brunello di Montalcino";"Sangiovese";"Corte dei Venti"
"119674";"Italy";"This offers aromas suggesting forest floor, porcini mushroom, grilled herb, leather and mature berry. The ripe, chewy palate displays black cherry, sage, licorice and toasted nut alongside tightly wound tannins that need to unwind. 2018–2024.";NA;"90";"56";"Tuscany";"Brunello di Montalcino";"Kеrin O’Kееfе";"Corte dei Venti 2011  Brunello di Montalcino";"Sangiovese";"Corte dei Venti"
"119666";"Italy";"Fragrant and refined, this shows enticing aromas of wild herb, rose petal, dark spice, red berry and a whiff of camphor. Luminous and elegant, the vibrant palate has juicy Marasca cherry, cranberry, star anise and white pepper while bright acidity and taut polished tannins provide the framework. It's still young but already possesses terrific poise. Drink 2021–2033.";"Bricco Ambrogio";"93";"65";"Piedmont";"Barolo";"Kerin O’Keefe";"Grimaldi Bruna 2013 Bricco Ambrogio  (Barolo)";"Nebbiolo";"Grimaldi Bruna"
"119663";"Italy";"Rose, blue flower, perfumed berry and mint aromas set the tone on this vibrant red. Elegant and linear, the luminous palate delivers cherry, pomegranate, white pepper and clove. Firm refined tannins provide structure and poise. It's youthfully austere but already balanced, with bright acidity. Drink 2023–2038.";"Cannubi";"93";"60";"Piedmont";"Barolo";"Kerin O’Keefe";"Giacomo Fenocchio 2013 Cannubi  (Barolo)";"Nebbiolo";"Giacomo Fenocchio"
"119659";"Italy";"Red berry, rose petal, white pepper and chopped herb are just some of the aromas you'll find on this. The bright full-bodied palate delivers crushed raspberry, dark cherry, star anise and tobacco alongside firm refined tannins and vibrant acidity. It's already tempting but will be even better with more bottle age. Drink 2021–2033.";"Cascina Nuova";"93";"60";"Piedmont";"Barolo";"Kerin O’Keefe";"Elvio Cogno 2013 Cascina Nuova  (Barolo)";"Nebbiolo";"Elvio Cogno"
"119659";"Italy";"Red berry, rose petal, white pepper and chopped herb are just some of the aromas you'll find on this. The bright full-bodied palate delivers crushed raspberry, dark cherry, star anise and tobacco alongside firm refined tannins and vibrant acidity. It's already tempting but will be even better with more bottle age. Drink 2021–2033.";"Cascina Nuova";"93";"60";"Piedmont";"Barolo";"Kerin O’Keefe";"Elvio Cogno 2013 Cascina Nuova  (Barolo)";"Nebbiolo";"Elvio Cogno"
"119649";"Italy";"Fragrant blue flower, rose, new leather, cake spice and wild berry aromas set the tone on this classic Barolo. On the full-bodied, savory palate, solid tannins wrap around a juicy cherry-raspberry core while notes of cinnamon and clove add depth. Drink 2019–2028.";"del Comune di Serralunga d'Alba";"93";NA;"Piedmont";"Barolo";"Kerin O’Keefe";"Rivetto 2013 del Comune di Serralunga d'Alba  (Barolo)";"Nebbiolo";"Rivetto"
"119626";"Italy";"This Amarone opens with a fragrance of forest floor, plum cake and pipe tobacco. The rich, velvety palate delivers blackberry and wild cherry layered with cinnamon and cocoa. It's enveloping and already enjoyable but hold for another few years for more complexity.";NA;"90";"48";"Veneto";"Amarone della Valpolicella Classico";"Kerin O’Keefe";"Zeni 2010  Amarone della Valpolicella Classico";"Red Blend";"Zeni"
"119625";"Italy";"This wine offers an inviting fragrance of red berries, violet and Mediterranean herbs. The palate delivers ripe red cherry, white pepper, clove and thyme balanced by firm tannins and fresh acidity. Pair this with hearty pasta dishes or grilled red meats.";"Riserva Tempo";"90";"20";"Tuscany";"Morellino di Scansano";"Kеrin O’Kееfе";"Terre di Talamo 2010 Riserva Tempo  (Morellino di Scansano)";"Sangiovese";"Terre di Talamo"
"119620";"Italy";"This opens with aroma suggesting raw oak and tire rubber while the jammy palate offers raspberry, cinnamon and licorice. Youthfully assertive tannins provide support. Drink 2018–2028.";"Gibin Riserva";"88";NA;"Piedmont";"Barolo";"Kerin O’Keefe";"Gemma 2008 Gibin Riserva  (Barolo)";"Nebbiolo";"Gemma"
"119620";"Italy";"This opens with aroma suggesting raw oak and tire rubber while the jammy palate offers raspberry, cinnamon and licorice. Youthfully assertive tannins provide support. Drink 2018–2028.";"Gibin Riserva";"88";NA;"Piedmont";"Barolo";"Kеrin O’Kееfе";"Gemma 2008 Gibin Riserva  (Barolo)";"Nebbiolo";"Gemma"
"119615";"Italy";"Toasted aromas, oak and a whiff of woodland berry lead the nose. The bright palate offers strawberry, bread crust, toasted hazelnut and a hint of graphite alongside a silky perlage. Enjoy soon.";"Pian Castello Rosé Metodo Classico";"88";"29";"Northeastern Italy";"Trento";"Kеrin O’Kееfе";"Endrizzi 2009 Pian Castello Rosé Metodo Classico Pinot Nero (Trento)";"Pinot Nero";"Endrizzi"
"119611";"Italy";"Made with the Cortese grape, this fresh sparkler opens with scents of pressed wild flower and bread crust. The bright palate offers mature peach, hazelnut and mineral alongside an elegant perlage.";"Brut Balcn de Blancs Metodo Classico";"88";"29";"Piedmont";"Gavi";"Kerin O’Keefe";"Villa Sparina 2012 Brut Balcn de Blancs Metodo Classico  (Gavi)";"Cortese";"Villa Sparina"
"119601";"Italy";"Chopped herb, white spring flower and yellow stone fruit aromas jump out of the glass. The rich, frothy palate offers candied nectarine zest, apricot and lemon drop set against a soft, foaming perlage.";"Zagara";"88";"19";"Piedmont";"Moscato d'Asti";"Kerin O’Keefe";"Marchesi di Barolo 2015 Zagara  (Moscato d'Asti)";"Moscato";"Marchesi di Barolo"
"119581";"Italy";"This wine offers a delicate fragrance of pressed white flower, apricot and peach. The palate delivers citrus and toasted almond notes, creamy texture and small, persistent bubbles.";"Satèn Brut";"88";"50";"Lombardy";"Franciacorta";"Kerin O’Keefe";"Castello Bonomi NV Satèn Brut Chardonnay (Franciacorta)";"Chardonnay";"Castello Bonomi"
"119574";"Italy";"Here's a concentrated Valpolicella that opens with aromas of new leather, truffle, French oak and a balsamic note. The firm palate shows raisin, fig and oak-driven spice alongside close-grained tannins. Drink soon to capture the remaining fruit and freshness.";"Campo Lavei";"87";"21";"Veneto";"Valpolicella Superiore";"Kerin O’Keefe";"Ca' Rugate 2015 Campo Lavei  (Valpolicella Superiore)";"Red Blend";"Ca' Rugate"
"119574";"Italy";"Here's a concentrated Valpolicella that opens with aromas of new leather, truffle, French oak and a balsamic note. The firm palate shows raisin, fig and oak-driven spice alongside close-grained tannins. Drink soon to capture the remaining fruit and freshness.";"Campo Lavei";"87";"21";"Veneto";"Valpolicella Superiore";"Kеrin O’Kееfе";"Ca' Rugate 2015 Campo Lavei  (Valpolicella Superiore)";"Red Blend";"Ca' Rugate"
"119571";"Italy";"This has subtle aromas of raisin, toast and underbrush while the straightforward palate shows ripe black cherry, fig and mocha. Rounded tannins give it an easy-drinking structure. Enjoy through 2020.";"Le Poiane";"87";"18";"Veneto";"Valpolicella Classico Superiore Ripasso";"Kerin O’Keefe";"Bolla 2014 Le Poiane  (Valpolicella Classico Superiore Ripasso)";"Red Blend";"Bolla"
"119563";"Italy";"Earthy aromas of wild berry, underbrush, leather and a whiff of game follow over to the youthfully austere palate along pomegranate, star anise and clove. Taut tannins and vibrant acidity provide the backbone. Racy, focused and a bit on the lean side, this needs time to unwind and fully open. Drink after 2023.";"Sorano";"89";NA;"Piedmont";"Barolo";"Kerin O’Keefe";"Ascheri 2013 Sorano  (Barolo)";"Nebbiolo";"Ascheri"
"119558";"Italy";"Aromas of wild rose, chopped mint and an earthy whiff of grilled Porcini mushroom slowly emerge. The taut, austere palate shows cranberry, raw sour cherry, star anise and clove framed in firm acidity and tightly wound, close-grained tannins that clench the finish. This needs time to unfurl and fully develop. Drink after 2023.";"Terlo";"89";"78";"Piedmont";"Barolo";"Kerin O’Keefe";"Poderi Luigi Einaudi 2013 Terlo  (Barolo)";"Nebbiolo";"Poderi Luigi Einaudi"
"119557";"Italy";"This opens with aromas reminiscent of stewed plum, dark culinary spice, espresso and a balsamic note. The assertive palate is still tightly wound, offering dried black cherry, raisin, licorice and tobacco set against taut, close-grained tannins. Drink 2020–2028.";NA;"89";"50";"Central Italy";"Montefalco Sagrantino";"Kerin O’Keefe";"Perticaia 2013  Montefalco Sagrantino";"Sagrantino";"Perticaia"
"119557";"Italy";"This opens with aromas reminiscent of stewed plum, dark culinary spice, espresso and a balsamic note. The assertive palate is still tightly wound, offering dried black cherry, raisin, licorice and tobacco set against taut, close-grained tannins. Drink 2020–2028.";NA;"89";"50";"Central Italy";"Montefalco Sagrantino";"Kerin O’Keefe";"Perticaia 2013  Montefalco Sagrantino";"Sagrantino";"Perticaia"
"119554";"Italy";"Aromas of dark culinary spice, iris, berry and a whiff of oak lead the nose. The linear, tightly wound palate shows raw cranberry, clove and star anise framed in racy acidity. Taut close-grained tannins leave a firm finish. Give this a few more years to unwind then drink.";"Serragrilli";"89";"77";"Piedmont";"Barbaresco";"Kerin O’Keefe";"Marchesi di Barolo 2014 Serragrilli  (Barbaresco)";"Nebbiolo";"Marchesi di Barolo"
"119550";"Italy";"Aromas of culinary spice, prune and a whiff of woodland berry take center stage on this smooth red. The ripe palate shows dried red cherry, fig, clove and a hint of bitter almond alongside polished tannins. Drink sooner rather than later to capture the fruit and freshness.";"Monte Maggiore";"89";"15";"Veneto";"Bardolino Superiore";"Kеrin O’Kееfе";"Gorgo 2015 Monte Maggiore  (Bardolino Superiore)";"Red Blend";"Gorgo"
"119543";"Italy";"A broader, flatter style and aromas of exotic fruit, banana and papaya describe the nose of this Prosecco Extra Dry. Yet the wine delivers a very clean entry onto the palate and does a great job of keeping your mouth refreshed.";"Extra Dry";"85";"10";"Veneto";"Prosecco del Veneto";NA;"Valdo NV Extra Dry  (Prosecco del Veneto)";"Prosecco";"Valdo"
