"entry_id";"country";"description";"designation";"points";"price";"province";"region";"taster_name";"title";"variety";"winery"
"119863";"France";"Delicate aromas of stone fruits and gardenia open this pretty little wine. The palate is not intense, but has genuinely appealing apricot notes and zesty acidity which carry through to the mineral-tinged finish.";"Réserve Spéciale";"86";"13";"Languedoc-Roussillon";"Vin de Pays d'Oc";NA;"Gérard Bertrand 2007 Réserve Spéciale Viognier (Vin de Pays d'Oc)";"Viognier";"Gérard Bertrand"
"119856";"France";"A fresh, juicy wine, with attractive acidity, red berry flavors and a layer of well balanced tannins. Very perfumed, with hints of mineral and final acidity.";NA;"88";"30";"Burgundy";"Côte de Beaune-Villages";"Rоgеr Vоss";"Camille Giroud 2008  Côte de Beaune-Villages";"Pinot Noir";"Camille Giroud"
"119854";"France";"Aromas of ripe yellow fruits announce a wine that has rich fruit flavors of apricots touched by pineapple. It does have the attractive, nervy texture of 2008, along with an important layer of toast.";NA;"89";"65";"Burgundy";"Chassagne-Montrachet";"Roger Voss";"Chanson Père et Fils 2008  Chassagne-Montrachet";"Chardonnay";"Chanson Père et Fils"
"119849";"France";"Concentrated, with dark tannins to go with the ripe fruit. There is a tough edge to the wine, although it is more accessible than some Nuits-Saint-Georges at this stage.";"Les Damodes";"89";"115";"Burgundy";"Nuits-St.-Georges";"Roger Voss";"Louis Latour 2009 Les Damodes  (Nuits-St.-Georges)";"Pinot Noir";"Louis Latour"
"119848";"France";"Soft, ripe and rich, this is very easy on the palate. The wine does have good depth of flavor from the rounded black cherry flavors, the fruit almost sweet in its openness. It is already delicious.";"En Chevret";"89";"65";"Burgundy";"Volnay";"Roger Voss";"Louis Latour 2009 En Chevret  (Volnay)";"Pinot Noir";"Louis Latour"
"119847";"France";"Pure, ripe strawberry flavors are pierced with acidity. The texture is soft, with a dry side. The raspberry acidity cuts right to the end.";NA;"89";"62";"Burgundy";"Chambolle-Musigny";"Rоgеr Vоss";"Joseph Drouhin 2008  Chambolle-Musigny";"Pinot Noir";"Joseph Drouhin"
"119845";"France";"Crisp sparkling Burgundy, laced with taut acidity and hints of nuts and toast. This is a wine under tension, with a strong mineral element, cool and fresh, best with food.";NA;"89";"25";"Burgundy";"Crémant de Bourgogne";"Roger Voss";"Simonnet-Febvre 2007  Crémant de Bourgogne";"Pinot Noir";"Simonnet-Febvre"
"119845";"France";"Crisp sparkling Burgundy, laced with taut acidity and hints of nuts and toast. This is a wine under tension, with a strong mineral element, cool and fresh, best with food.";NA;"89";"25";"Burgundy";"Crémant de Bourgogne";"Roger Voss";"Simonnet-Febvre 2007  Crémant de Bourgogne";"Pinot Noir";"Simonnet-Febvre"
"119842";"France";"A tight, tannic wine, showing considerable acidity as well as fresh red fruits. The wine is densely packed with dry tannins, then a fruity character develops, sparked by acidity.";"Les Borniques";"89";"100";"Burgundy";"Chambolle-Musigny";"Roger Voss";"Roux Père et Fils 2008 Les Borniques  (Chambolle-Musigny)";"Pinot Noir";"Roux Père et Fils"
"119827";"France";"Soft, round and perfumed, this has rich red fruits that are laced with youthful acids and tannins. With its texture, it has good aging potential; give it 4–5 years.";NA;"89";NA;"Burgundy";"Volnay";"Roger Voss";"Domaine Poulleau Père et Fils 2010  Volnay";"Pinot Noir";"Domaine Poulleau Père et Fils"
"119826";"France";"Intense, rich and creamy, this effortlessly balances the wood influence with the apricot and white peach flavors. It demonstrates the opulence of the year while remaining structured. Developing well, this is almost ready to drink now.";NA;"89";"26";"Burgundy";"Montagny";"Rogеr Voss";"Domaine Faiveley 2010  Montagny";"Chardonnay";"Domaine Faiveley"
"119822";"France";"This has a firm edge of tannins along with dense red fruits. It's structured and balanced, with the texture and acidity that suggest its aging potential. Give this 3–4 years.";"Les Puillets Premier Cru";"89";"34";"Burgundy";"Mercurey";"Rogеr Voss";"Château Philippe-le-Hardi 2010 Les Puillets Premier Cru  (Mercurey)";"Pinot Noir";"Château Philippe-le-Hardi"
"119822";"France";"This has a firm edge of tannins along with dense red fruits. It's structured and balanced, with the texture and acidity that suggest its aging potential. Give this 3–4 years.";"Les Puillets Premier Cru";"89";"34";"Burgundy";"Mercurey";"Roger Voss";"Château Philippe-le-Hardi 2010 Les Puillets Premier Cru  (Mercurey)";"Pinot Noir";"Château Philippe-le-Hardi"
"119821";"France";"This is wood laden, with sweet fruit that compensates for the toastiness. The oak element should integrate well in the next 2–3 years, making for a wine that's soft and sweetly fruity, with smoky acidity.";"Hauts Marconnets Premier Cru";"89";"39";"Burgundy";"Savigny-lès-Beaune";"Rоgеr Vоss";"Chanson Père et Fils 2010 Hauts Marconnets Premier Cru  (Savigny-lès-Beaune)";"Chardonnay";"Chanson Père et Fils"
"119821";"France";"This is wood laden, with sweet fruit that compensates for the toastiness. The oak element should integrate well in the next 2–3 years, making for a wine that's soft and sweetly fruity, with smoky acidity.";"Hauts Marconnets Premier Cru";"89";"39";"Burgundy";"Savigny-lès-Beaune";"Rоger Vоss";"Chanson Père et Fils 2010 Hauts Marconnets Premier Cru  (Savigny-lès-Beaune)";"Chardonnay";"Chanson Père et Fils"
"119815";"France";"Close to the beach of Pampelonne, this is a ancient vineyard. It has produced a 2013 that is full of fruit, dense red flavors and fresh acidity. The wine is rich and lightly textured.";NA;"87";"18";"Provence";"Côtes de Provence";"Roger Voss";"Mas de Pampelonne 2013 Rosé (Côtes de Provence)";"Rosé";"Mas de Pampelonne"
"119813";"France";"Soft and ripe, it is gently fruity with light acidity. Plenty of red berry flavors are cut with a textured edge. Light and stylish, it is a fine apéritif style.";"Cuvée G";"87";NA;"Provence";"Côtes de Provence";"Roger Voss";"Les Vignobles Gueissard 2013 Cuvée G Rosé (Côtes de Provence)";"Rosé";"Les Vignobles Gueissard"
"119812";"France";"This is a barely pink rosé, perfect to reflect the Mediterranean sea. Fresh and fruity, it carries just the lightest tang of lemon zest and is ready to drink.";"Les Voiles de Saint-Tropez";"87";NA;"Provence";"Côtes de Provence";"Rоgеr Vоss";"Les Maîtres Vignerons de la Presqu'île de Saint-Tropez 2013 Les Voiles de Saint-Tropez Rosé (Côtes de Provence)";"Rosé";"Les Maîtres Vignerons de la Presqu'île de Saint-Tropez"
"119809";"France";"This is a fruity, lightly mineral and fresh wine. With pure and crisp apple and lemon flavors, it's already a pleasure to drink now.";"Réserve";"87";"23";"Alsace";"Alsace";"Rоgеr Vоss";"Gustave Lorentz 2012 Réserve Riesling (Alsace)";"Riesling";"Gustave Lorentz"
"119809";"France";"This is a fruity, lightly mineral and fresh wine. With pure and crisp apple and lemon flavors, it's already a pleasure to drink now.";"Réserve";"87";"23";"Alsace";"Alsace";"Roger Voss";"Gustave Lorentz 2012 Réserve Riesling (Alsace)";"Riesling";"Gustave Lorentz"
"119808";"France";"Balancing fruit and ripe spice, it merits a place at the table rather than just serving as an apéritif. It has peach, lychee and a just off-dry character that allows for acidity. Drink now";"Réserve";"87";"25";"Alsace";"Alsace";"Roger Voss";"Gustave Lorentz 2012 Réserve Gewurztraminer (Alsace)";"Gewürztraminer";"Gustave Lorentz"
"119799";"France";"Crisp and fruity, this mature-tasting wine has a fine toasty element in the background. Ripe and full with a creamy texture and warming aftertaste, it's ready to drink.";"Réserve Brut";"90";"70";"Champagne";"Champagne";"Rоgеr Vоss";"Castelnau NV Réserve Brut  (Champagne)";"Champagne Blend";"Castelnau"
"119799";"France";"Crisp and fruity, this mature-tasting wine has a fine toasty element in the background. Ripe and full with a creamy texture and warming aftertaste, it's ready to drink.";"Réserve Brut";"90";"70";"Champagne";"Champagne";"Roger Voss";"Castelnau NV Réserve Brut  (Champagne)";"Champagne Blend";"Castelnau"
"119776";"France";"In order to maintain freshness and crispness in his Champagnes, this producer blocks malolactic fermentation. That results in a wine that is fruity yet on the dry side of Brut. Citrus and green apple flavors dominate the tight and textured palate. Drink now.";"Domaine Vieilles Vignes Brut";"90";"49";"Champagne";"Champagne";"Rоger Vоss";"Bruno Gobillard NV Domaine Vieilles Vignes Brut  (Champagne)";"Champagne Blend";"Bruno Gobillard"
"119772";"France";"Here's a bright and aromatic selection, with forward aromas of red plum, cherry and raspberry. Mouthwatering and inviting, ripe and juicy fruit flavors flood the palate. This is fresh, lively and extremely approachable now.";NA;"87";"13";"Languedoc-Roussillon";"Côtes du Roussillon";"Lauren Buzzeo";"Domaine Mirabau 2011 Red (Côtes du Roussillon)";"Rhône-style Red Blend";"Domaine Mirabau"
"119766";"France";"Dominated by tannins, this is a firm, solid and chunky wine. Black plum skins, juicy blackberries are layered over a dry, dark core. There is a hint of the 12 months' wood aging, but the wine is more about the rich fruit. Drink from 2014.";"Le Mignon";"87";"27";"Southwest France";"Côtes de Duras";"Roger Voss";"Domaine les Hauts de Riquets 2011 Le Mignon Red (Côtes de Duras)";"Bordeaux-style Red Blend";"Domaine les Hauts de Riquets"
"119760";"France";"Soft, fragrant wine, layering raspberry and red currant fruit with elegant tannins and acidity. The wood aging shows lightly, giving a wine that is fruity and ripe. Drink from 2014.";"Côte de Rouffach";"87";NA;"Alsace";"Alsace";"Roger Voss";"René Muré 2011 Côte de Rouffach Pinot Noir (Alsace)";"Pinot Noir";"René Muré"
"119736";"France";"A level portion of this premier cru, called Les Plateaux, is the origin of this wine. As befits a wine from Nuits Saint-Georges, it is dark with tannins as well as fruit. It has a good structure, with dense blackberry and plum flavors that are developing. Give this wine until 2022.";"Les Damodes Premier Cru";"93";"101";"Burgundy";"Nuits-St.-Georges";"Rogеr Voss";"Jean-Luc and Paul Aegerter 2014 Les Damodes Premier Cru  (Nuits-St.-Georges)";"Pinot Noir";"Jean-Luc and Paul Aegerter"
"119736";"France";"A level portion of this premier cru, called Les Plateaux, is the origin of this wine. As befits a wine from Nuits Saint-Georges, it is dark with tannins as well as fruit. It has a good structure, with dense blackberry and plum flavors that are developing. Give this wine until 2022.";"Les Damodes Premier Cru";"93";"101";"Burgundy";"Nuits-St.-Georges";"Roger Voss";"Jean-Luc and Paul Aegerter 2014 Les Damodes Premier Cru  (Nuits-St.-Georges)";"Pinot Noir";"Jean-Luc and Paul Aegerter"
"119735";"France";"With spice and layers of wood aging over the black-cherry fruit, this is a wine in progress. It has the bright character of the vintage, full of acidity and with the potential of great fruitiness. From the Vergennes sub-section of the Corton Grand Cru, it has a good future. Drink from 2021.";NA;"93";"170";"Burgundy";"Corton Vergennes";"Roger Voss";"Jean-Luc and Paul Aegerter 2014  Corton Vergennes";"Pinot Noir";"Jean-Luc and Paul Aegerter"
"119735";"France";"With spice and layers of wood aging over the black-cherry fruit, this is a wine in progress. It has the bright character of the vintage, full of acidity and with the potential of great fruitiness. From the Vergennes sub-section of the Corton Grand Cru, it has a good future. Drink from 2021.";NA;"93";"170";"Burgundy";"Corton Vergennes";"Roger Voss";"Jean-Luc and Paul Aegerter 2014  Corton Vergennes";"Pinot Noir";"Jean-Luc and Paul Aegerter"
"119734";"France";"Classically powerful and rich, this is a concentrated wine. With spice from the wood aging prominent, it is still young. That spice is balanced by the ripe yellow and baked-apple fruits. The aftertaste has delicious flavors of honey and lemon. Drink this wine from 2020.";NA;"93";"235";"Burgundy";"Corton-Charlemagne";"Roger Voss";"Jean-Luc and Paul Aegerter 2014  Corton-Charlemagne";"Chardonnay";"Jean-Luc and Paul Aegerter"
"119733";"France";"This will be a delicious, ripe and full wine. Already the red fruits and acidity are filling out the generous space left by the spicy wood. It has dark, smoky tannins and a rich character. Drink from 2019.";"Les Vergelesses Premier Cru";"93";"49";"Burgundy";"Savigny-lès-Beaune";"Roger Voss";"Jaffelin 2014 Les Vergelesses Premier Cru  (Savigny-lès-Beaune)";"Pinot Noir";"Jaffelin"
"119733";"France";"This will be a delicious, ripe and full wine. Already the red fruits and acidity are filling out the generous space left by the spicy wood. It has dark, smoky tannins and a rich character. Drink from 2019.";"Les Vergelesses Premier Cru";"93";"49";"Burgundy";"Savigny-lès-Beaune";"Roger Voss";"Jaffelin 2014 Les Vergelesses Premier Cru  (Savigny-lès-Beaune)";"Pinot Noir";"Jaffelin"
"119731";"France";"A perfumed wine with red fruits, this offers dry tannins and a dense texture. With all these elements in place, the wine will develop slowly and well. Drink from 2021.";"Les Grèves Premier Cru";"93";"100";"Burgundy";"Beaune";"Roger Voss";"Tollot Beaut et Fils 2014 Les Grèves Premier Cru  (Beaune)";"Pinot Noir";"Tollot Beaut et Fils"
"119728";"France";"As dense as Muscadet gets, this is a full, concentrated wine in its white fruit flavors. Its broad, rounded character is pierced by lemon and lime acidity. Age for six months.";"Vieilles Vignes Sur Lie";"90";"18";"Loire Valley";"Muscadet Sèvre et Maine";"Roger Voss";"Gadais Père et Fils 2010 Vieilles Vignes Sur Lie  (Muscadet Sèvre et Maine)";"Melon";"Gadais Père et Fils"
"119725";"France";"A complex style of Muscadet, this starts with crisp citrus flavors and a tight structure. It has density and a fine, nervy edge that offers a delicate perfumed character as well as the possibility of aging. Drink from 2014. Screwcap.";"Les Frères Couillaud Vieilles Vignes Sur Lie";"90";"16";"Loire Valley";"Muscadet Sèvre et Maine";"Rоger Vоss";"Château de la Ragotiere 2012 Les Frères Couillaud Vieilles Vignes Sur Lie  (Muscadet Sèvre et Maine)";"Melon";"Château de la Ragotiere"
"119725";"France";"A complex style of Muscadet, this starts with crisp citrus flavors and a tight structure. It has density and a fine, nervy edge that offers a delicate perfumed character as well as the possibility of aging. Drink from 2014. Screwcap.";"Les Frères Couillaud Vieilles Vignes Sur Lie";"90";"16";"Loire Valley";"Muscadet Sèvre et Maine";"Roger Voss";"Château de la Ragotiere 2012 Les Frères Couillaud Vieilles Vignes Sur Lie  (Muscadet Sèvre et Maine)";"Melon";"Château de la Ragotiere"
"119720";"France";"This medium-sized négociant is making an effort at upgrading its wines, and this is a solid example. Thyme and bay leaf notes mark the black cherry fruit, picking up hints of black tea that turn dusty and dry on the finish. A bit stern for the vintage, it should be consumed over the next couple of years before the fruit fades.";NA;"90";"34";"Rhône Valley";"Châteauneuf-du-Pape";"Joe Czerwinski";"Lavau 2011 Red (Châteauneuf-du-Pape)";"Rhône-style Red Blend";"Lavau"
"119719";"France";"A perennially attention-worthy wine, the Jaume family's Grande Garrigue Vacqueyras combines bold black cherry fruit with spicy notes suggestive of licorice root and bay leaf. It's full bodied and round in the mouth, but the fruit remains fresh, ending on a mouthwatering note of acidity. Drink now–2018.";"Grand Garrigue";"90";"29";"Rhône Valley";"Vacqueyras";"Joe Czerwinski";"Alain Jaume et Fils 2011 Grand Garrigue Red (Vacqueyras)";"Rhône-style Red Blend";"Alain Jaume et Fils"
"119713";"France";"Very rich and packed with yellow and tropical fruits, this is a complex, wood-aged wine. It has a strong toasty edge that gives burnt spice that is balanced by the rich fruitiness. Acidity follows, making an appearance in the fresh finish. Drink from 2014.";"Moulin des Dames";"90";NA;"Southwest France";"Bergerac Sec";"Roger Voss";"Château Tour des Gendres 2011 Moulin des Dames White (Bergerac Sec)";"Bordeaux-style White Blend";"Château Tour des Gendres"
"119712";"France";"This is a powerhouse of ripe fruits, strong tannins and dark acidity. It burst out of the glass with its bold, firm flavors and solid structure. It is already balanced, the fruit complementing the dense texture. But it will certainly develop more and age very well. Drink in 2016 and until 2022.";NA;"90";"19";"Southwest France";"Cahors";"Rogеr Voss";"Château Haut-Monplaisir 2011 Malbec (Cahors)";"Malbec";"Château Haut-Monplaisir"
"119678";"France";"This is pretty pale for a Tavel, with a coppery tinge to its pink color. Notes of lime zest, wet stone and modest cherry-berry notes finish on a bright citrus note.";NA;"90";"24";"Rhône Valley";"Tavel";"Jое Czеrwinski";"Prieuré de Montézargues 2014  Tavel";"Rosé";"Prieuré de Montézargues"
"119678";"France";"This is pretty pale for a Tavel, with a coppery tinge to its pink color. Notes of lime zest, wet stone and modest cherry-berry notes finish on a bright citrus note.";NA;"90";"24";"Rhône Valley";"Tavel";"Jое Czеrwinski";"Prieuré de Montézargues 2014  Tavel";"Rosé";"Prieuré de Montézargues"
"119676";"France";"This ripe and full-bodied wine has weight as well as fine fruits. It is juicy, still fresh with its acidity and still structured. Aging for 12 months in large barrels has given an extra richness as well as broadening the fruitiness. Drink from 2019.";NA;"90";"21";"Loire Valley";"Sancerre";"Rogеr Voss";"Domaine Jean-Paul Balland 2014  Sancerre";"Pinot Noir";"Domaine Jean-Paul Balland"
"119676";"France";"This ripe and full-bodied wine has weight as well as fine fruits. It is juicy, still fresh with its acidity and still structured. Aging for 12 months in large barrels has given an extra richness as well as broadening the fruitiness. Drink from 2019.";NA;"90";"21";"Loire Valley";"Sancerre";"Rоgеr Vоss";"Domaine Jean-Paul Balland 2014  Sancerre";"Pinot Noir";"Domaine Jean-Paul Balland"
"119672";"France";"The picturesque name of the wine, the vineyard where God sits, comes from a monopole—a walled property in the hills behind Beaune, wholly owned by the Château de Santenay. Ripe and smooth with an attractive, crisp texture, the wine is ready to drink. A touch of toast gives extra interest.";"Clos de la Chaise Dieu";"90";"50";"Burgundy";"Bourgogne Hautes Côtes de Beaune";"Rоgеr Vоss";"Château de Santenay 2012 Clos de la Chaise Dieu  (Bourgogne Hautes Côtes de Beaune)";"Chardonnay";"Château de Santenay"
"119668";"France";"Produced from the rare Romorantin grape, this wine is honeyed as well as crisp and fragrantly fruity. The 50-year-old vines give extra concentration to this lightly wood-aged wine that is ripe while also light and poised. Drink now, although it would be better to keep it until 2017.";"Vieilles Vignes";"90";"20";"Loire Valley";"Cour-Cheverny";"Rоger Vоss";"Benoît Daridan 2014 Vieilles Vignes Romorantin (Cour-Cheverny)";"Romorantin";"Benoît Daridan"
"119645";"France";"From one of the few estates in Saint-Julien that is not a classified growth, this wine represents a bargain. The wine is rich, perfumed and beautifully structured. It has a velvety consistency with its ripe black currants and generous tannins. The estate is named after the mill belonging to Abbot Bridane in the Middle Ages. Drink from 2022.";NA;"93";"35";"Bordeaux";"Saint-Julien";"Roger Voss";"Château Moulin de la Bridane 2015  Saint-Julien";"Bordeaux-style Red Blend";"Château Moulin de la Bridane"
"119644";"France";"The second wine of this Premier Grand Cru Classé estate is very fine. With its rich tannins, generous acidity and black fruits, it is solid and dense while having such attractive fruitiness. The wine will age well, full of ripe fruit and with excellent concentration. Drink from 2021.";"Dame Gaffelière";"93";"45";"Bordeaux";"Saint-Émilion";"Roger Voss";"Château la Gaffelière 2015 Dame Gaffelière  (Saint-Émilion)";"Bordeaux-style Red Blend";"Château la Gaffelière"
